LoRA_0,LoRA_1,LoRA_2,LoRA_3,LoRA_4,LoRA_5,LoRA_6,LoRA_7,LoRA_8,LoRA_9,LoRA_10,LoRA_11,LoRA_12,LoRA_13,LoRA_14,LoRA_15,LoRA_16,LoRA_17,LoRA_18,LoRA_19,LoRA_20,LoRA_21,LoRA_22,LoRA_23,LoRA_24,LoRA_25,LoRA_26,LoRA_27,LoRA_28,LoRA_29,LoRA_30,LoRA_31,LoRA_32,LoRA_33,LoRA_34,LoRA_35,LoRA_36,LoRA_37,LoRA_38,LoRA_39,LoRA_40,LoRA_41,LoRA_42,LoRA_43,LoRA_44,LoRA_45,LoRA_46,LoRA_47,LoRA_48,LoRA_49,LoRA_50,LoRA_51,LoRA_52,LoRA_53,LoRA_54,LoRA_55,LoRA_56,LoRA_57,LoRA_58,LoRA_59,LoRA_60,LoRA_61,LoRA_62,LoRA_63,LoRA_64,LoRA_65,LoRA_66,LoRA_67,LoRA_68,LoRA_69,LoRA_70,LoRA_71,LoRA_72,LoRA_73,LoRA_74,LoRA_75,LoRA_76,LoRA_77,LoRA_78,LoRA_79,LoRA_80,LoRA_81,LoRA_82,LoRA_83,LoRA_84,LoRA_85,LoRA_86,LoRA_87,LoRA_88,LoRA_89,LoRA_90,LoRA_91,LoRA_92,LoRA_93,LoRA_94,LoRA_95,LoRA_96,LoRA_97,LoRA_98,LoRA_99,LoRA_100,LoRA_101,LoRA_102,LoRA_103,LoRA_104,LoRA_105,LoRA_106,LoRA_107,LoRA_108,LoRA_109,LoRA_110,LoRA_111,LoRA_112,LoRA_113,LoRA_114,LoRA_115,LoRA_116,LoRA_117,LoRA_118,LoRA_119,LoRA_120,LoRA_121,LoRA_122,LoRA_123,LoRA_124,LoRA_125
0.0,1.4616600001095417,0.0,0.0,0.0,0.0,0.0,0.0,0.7673715000575093,0.0,0.3234599444686856,0.0,0.0,0.7281232222767902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2183388943761,0.0,0.0,16.78202222347992,0.20706850001551838,0.0,0.0,0.0,0.0,0.0,1.8812105556965397,0.0,9.609061111831245,7.213562778318385,0.0,0.0,0.0,0.817446888950151,0.5278216667062233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169945555943008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454157222630975,0.0,0.0,0.0,0.0,0.0,0.0,0.14481261112196384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.46625555723925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.296546555652723,0.0,0.0,0.0,0.0,26.120405557513102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.4616600001095417,0.0,0.0,0.0,0.0,0.0,0.0,4.033098889191143,0.0,0.0,0.0,0.0,0.9974476111858631,0.0,0.0,0.0,0.0,0.0,0.0015022616667792511,0.0015022616667792511,68.75215556070806,0.0,0.0,12.80305888984839,0.0,0.0,0.0,0.0,0.0,0.0,2.4361000001825692,0.08350409445070252,8.72935833398754,9.906806667409116,0.0,0.0,0.0,0.4506785000337753,0.4669191667016591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.778970555988651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165422222384506,0.0,0.0,0.0,0.0,0.0,0.11882754445334977,0.0,0.0,0.0,0.0,0.0,0.0,0.3153396111347437,0.0,0.0,0.0,0.0,0.0,0.0,1.1273729445289336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9549833351286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5293294445590575,0.1935346111256152,0.0,0.0,0.0,23.27828889063344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.799852833393277,0.0,0.0,0.0,0.0,0.0,0.0,1.0448162223005242,0.0,0.0,0.0,0.0,1.301960111208684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0529166719916,0.0,0.0,15.563972223388637,0.0,0.0,0.0,0.0,0.0,0.0,1.3804566667701226,0.16511344445681858,7.863189445033737,10.975983889711465,0.0,0.0,0.0,0.5494758889300684,0.32075316669070497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.977455555778696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239549833351286,0.0,0.0,0.0,0.0,0.0,0.0,0.8972968334005796,0.0,0.0,0.0,0.0,0.0,0.0,3.397006111365694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.924900001643124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3413627779532473,0.1935346111256152,0.0,0.0,0.0,23.684305557330536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7768452222804415,0.0,0.0,0.0,0.0,0.0,0.0,1.8541427779167332,0.0,0.0,0.0,0.0,0.7903791111703447,0.0,0.0,0.0,0.0,0.0,0.0022601594446138283,0.0022601594446138283,75.11308333896255,0.0,0.0,19.624138890359585,0.1759405555687411,0.0,0.0,0.0,0.0,0.0,4.033098889191143,0.41413700003103676,7.836121667253931,7.578977778345771,0.10529365556344661,0.0,0.045067850003377534,1.2424110000931103,0.42361072225396895,0.0,0.0,0.0,0.1330381277877481,0.0,0.0,0.0744363888944674,0.0,0.0,0.0,0.0,0.0,4.533852778117559,0.07890257222813543,0.3342870555806081,0.0,0.0,0.15563972223388636,0.0,0.0,0.12938397778747424,0.07213562778318386,0.0,0.0,0.0,0.0,0.25849727779715037,0.0,0.040601666669709484,0.0,0.0,0.12180500000912847,0.07890257222813543,1.5563972223388638,0.0,0.0,0.0,0.0,0.0,0.0,0.2151888333494603,0.0,0.0,0.0,0.05183479444832911,0.0,0.0,0.0,0.0,0.0,22.195577779441187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5293294445590575,0.07971460556152962,0.0,0.0,0.0,14.345922223297352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.1936890000894589,0.0,0.0,0.0,0.0,0.0,0.0,1.2004559445344105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.18825556089064,0.0,0.0,15.699311112287669,0.08878231111776475,0.0,0.0,0.0,0.0,1.1747415556435945,3.8842261114022074,0.05115810000383395,8.64815500064812,6.536868333823227,0.1908278333476346,0.0,0.0,1.4345922223297352,0.30721927780080177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022601594446138283,0.0,0.0,0.0,0.0,3.586480555824338,0.0,0.2828582777989761,0.0,0.0,0.0,0.0,0.0,0.21383544446046998,0.0,0.0,0.0,0.0,0.0,0.021112866668248933,0.0,0.0,0.0,0.0,0.0,0.004506785000337753,0.9094773334014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.759477779258617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263175000319496,0.851281611174909,0.0,0.0,0.0,18.947444445864427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0069213334087954,0.0,0.0,0.0,0.0,0.0,0.0,0.6252656667135261,0.0,0.0,0.0,0.0,0.09920340556299018,0.0,0.0,0.0,0.0,0.0,0.0022601594446138283,0.0022601594446138283,74.16571111666933,0.0,0.0,13.209075556545486,0.08878231111776475,0.0,0.0,0.0,0.0,0.0,2.8691844446594703,0.6753410556061679,7.944392778373157,9.162442778464442,0.3667683889163757,0.0,0.0,0.9636128889611052,0.33564044446959845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.598506666861407,0.0,0.08878231111776475,0.0,0.0,0.0,0.0,0.0,0.06766944444951581,0.0,0.0,0.0,0.0,0.0,0.21383544446046998,0.0,0.0,0.0,0.0,0.0,0.0,0.8607553333978412,0.0,0.0,0.0,0.0,0.0,0.0,2.0436172223753775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08278333476346,0.0,0.0,0.0,0.0,0.7957926667263059,0.0,0.0,0.0,0.0,4.601522222567075,0.4642123889236785,0.0,0.0,0.0,23.413627779532472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.5563972223388638,0.0,0.0,0.0,0.0,0.0,0.0,0.41955055558699805,0.0,0.0,0.0,0.0,0.552182666708049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.63936111603034,0.0,0.0,15.699311112287669,0.0,0.0,0.0,0.0,0.0,0.4439115555888237,2.422566111292666,0.5021072778154073,9.8391372229596,7.660181111685191,0.3789488889172885,0.0,0.0,0.9446654445152408,0.5156411667053105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2601594446138282,0.0,0.14075244445499288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2735389445398877,0.0,0.0,0.0,0.0,0.0,0.0,0.7254164444988096,0.0,0.0,0.0,0.0,0.0,0.0,2.422566111292666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.924900001643124,0.0,0.0,0.0,0.0,1.159854277864701,0.0,0.0,0.0,0.0,1.84060888902683,0.1908278333476346,0.0,0.0,0.0,21.248205557147966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.2505313334270522,0.0,0.0,0.0,0.0,0.0,0.0,2.666176111310923,0.0,0.0,0.0,0.0,0.24767016668522787,0.0,0.0,0.0,0.0,0.0,0.0022601594446138283,0.0,69.83486667190031,0.0,0.0,16.376005556782825,0.12627118334279652,0.0,0.0,0.0,0.0,0.7267698333877999,2.8150488890998577,0.15293294445590572,8.147401111721704,5.846640000438167,0.20165494445955712,0.0,0.07213562778318386,1.6511344445681857,0.6401529444924197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7067777779806326,0.0,0.13939905556600257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0989517778601368,0.0,0.0,0.0,0.0,0.0,0.0,0.39789633336315294,0.0,0.0,0.0,0.0,0.0,0.0,2.1383544446047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.977527779349902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65264222242102,0.7876723333923641,0.0,0.0,0.0,28.150488890998577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.3939905556600258,0.0,0.0,0.0,0.0,0.0,0.0,0.9595527222941342,0.0,0.0,0.0,0.0,0.7335367778327514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.52656667135261,0.0,0.0,11.963957778674397,0.12627118334279652,0.0,0.0,0.0,0.0,0.4845132222585332,1.5834650001186699,0.13154940000985874,8.756426111767347,7.051156111639548,0.8864697222886572,0.0,0.024090322224027627,1.8135411112470239,0.2720311666870535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.466183333668043,0.0,0.10448162223005242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6739876667171776,0.0,0.0,0.0,0.0,0.0,0.0,0.8106799445051994,0.0,0.0,0.0,0.0,0.0,0.0,1.6917361112378952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.601594446138282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.843624444732498,1.7729394445773143,0.0,0.0,0.0,24.09032222402763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.2060238890542156,0.0,0.0,0.0,0.0,0.0,0.0,0.8945900556225991,0.0,0.0,0.0,0.0,0.3613548333604144,0.0,0.0,0.0,0.0,0.0,0.0015022616667792511,0.003762421111393079,73.2183388943761,0.0,0.0,12.397042223151296,0.0,0.0,0.0,0.0,0.0,3.7894888891728855,1.4751938889994447,0.13804566667701226,8.797027778437055,7.971460556152962,0.5616563889309812,0.0,0.0,1.2735389445398877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9955127782271,0.0,0.15022616667792513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3830090555842595,0.0,0.0,0.0,0.0,0.0,0.0,0.9730866111840374,0.0,0.0,0.0,0.0,0.0,0.0,1.352035500101326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.65422222384506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3022688891363714,0.9730866111840374,0.0,0.0,0.0,27.879811113200514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
